0 5.30152 0 0
0 4.61835 0 0
0 5.74111 0 0
0 5.58859 0 0
0 1.04171 0 0
0 2.77623 0 0
0 5.77142 0 0
0 5.1329 0 0
0 4.13736 0 0
0 2.27779 0 0
0 0.931214 0 0
0 2.8979 0 0
0 1.82332 0 0
0 5.38845 0 0
0 4.79709 0 0
0 2.06909 0 0
0 0.158726 0 0
0 6.1534 0 0
0 1.33092 0 0
0 1.10094 0 0
0 2.61207 0 0
0 5.55797 0 0
0 1.93021 0 0
0 1.30787 0 0
0 0.425847 0 0
0 5.35543 0 0
0 1.43656 0 0
0 3.02398 0 0
0 3.96981 0 0
0 5.81279 0 0
0 4.23176 0 0
0 5.52561 0 0
0 1.57154 0 0
0 6.00622 0 0
0 2.57327 0 0
0 1.64154 0 0
0 3.69366 0 0
0 0.767299 0 0
0 1.96007 0 0
0 4.76008 0 0
0 2.64034 0 0
0 3.53035 0 0
0 1.06667 0 0
0 3.68118 0 0
0 2.14963 0 0
0 3.93102 0 0
0 1.97885 0 0
0 1.11429 0 0
0 5.64237 0 0
0 2.09745 0 0
0 5.45984 0 0
0 1.71653 0 0
0 3.66175 0 0
0 5.96419 0 0
0 3.43672 0 0
0 3.38987 0 0
0 6.17448 0 0
0 5.27121 0 0
0 2.39612 0 0
0 0.903096 0 0
0 4.85259 0 0
0 4.82605 0 0
0 3.1144 0 0
0 5.54763 0 0
0 0.211205 0 0
0 2.03924 0 0
0 3.27978 0 0
0 4.87892 0 0
0 3.20941 0 0
0 0.0815575 0 0
0 2.11198 0 0
0 1.87185 0 0
0 5.62873 0 0
0 4.95872 0 0
0 3.81731 0 0
0 5.06307 0 0
0 4.03216 0 0
0 3.7236 0 0
0 0.344563 0 0
0 4.65165 0 0
0 1.65192 0 0
0 3.57943 0 0
0 3.55504 0 0
0 5.63339 0 0
0 2.14609 0 0
0 3.13876 0 0
0 5.94625 0 0
0 3.56589 0 0
0 3.84056 0 0
0 5.92715 0 0
0 2.25196 0 0
0 3.46277 0 0
0 3.11307 0 0
0 3.00061 0 0
0 0.522538 0 0
0 4.57137 0 0
0 0.796194 0 0
0 1.56024 0 0
0 0.484352 0 0
0 0.177168 0 0
0 6.23171 0 0
0 0.0380504 0 0
0 2.53869 0 0
0 3.61199 0 0
0 4.18075 0 0
0 4.41291 0 0
0 1.60128 0 0
0 5.0897 0 0
0 1.13426 0 0
0 0.149972 0 0
0 1.67999 0 0
0 1.94072 0 0
0 5.95585 0 0
0 6.1588 0 0
0 3.96091 0 0
0 2.02712 0 0
0 1.67942 0 0
0 0.791158 0 0
0 2.14326 0 0
0 3.23181 0 0
0 2.49182 0 0
0 4.61324 0 0
0 4.34366 0 0
0 5.25685 0 0
0 4.34624 0 0
0 6.09748 0 0
0 3.40465 0 0
0 3.96939 0 0
0 0.915411 0 0
0 6.04786 0 0
0 0.378615 0 0
0 2.40592 0 0
0 2.90958 0 0
0 2.53102 0 0
0 2.50076 0 0
0 4.52366 0 0
0 5.73571 0 0
0 1.97959 0 0
0 5.85156 0 0
0 4.13406 0 0
0 3.49199 0 0
0 0.707681 0 0
0 0.278258 0 0
0 6.05512 0 0
0 5.62119 0 0
0 1.89112 0 0
0 5.63136 0 0
0 2.25283 0 0
0 2.10065 0 0
0 4.34446 0 0
0 2.48394 0 0
0 4.715 0 0
0 0.172488 0 0
0 0.114645 0 0
0 6.24908 0 0
0 4.98361 0 0
0 5.61723 0 0
0 2.82206 0 0
0 3.32683 0 0
0 4.49993 0 0
0 6.04015 0 0
0 4.72123 0 0
0 1.87514 0 0
0 0.586587 0 0
0 5.89291 0 0
0 3.79144 0 0
0 2.26208 0 0
0 5.60212 0 0
0 4.21125 0 0
0 2.21058 0 0
0 2.8653 0 0
0 4.91619 0 0
0 6.19708 0 0
0 6.04855 0 0
0 2.6355 0 0
0 0.0968335 0 0
0 3.42299 0 0
0 0.959901 0 0
0 3.56545 0 0
0 0.00864332 0 0
0 3.46118 0 0
0 0.397227 0 0
0 1.75817 0 0
0 2.02885 0 0
0 1.5968 0 0
0 5.17759 0 0
0 0.469688 0 0
0 2.75435 0 0
0 4.21645 0 0
0 3.6317 0 0
